,amateur,country,country_code,dg_id,player_name
529,0,England,ENG,18735,"Chesters, Ashley"
530,0,Hong Kong,HKG,21748,"Cheung, Alvin"
531,0,Hong Kong,HKG,24297,"Cheung, Matthew"
532,0,Malaysia,MAS,6386,"Chia, Danny"
533,0,Singapore,SIN,16102,"Chiam, Nicklaus"
534,0,United States,USA,25285,"Chiarella, Alex"
535,1,Canada,CAN,32262,"Chicoyne, Jakob"
536,0,Malawi,MAW,23486,"Chidale, Paul"
537,0,India,IND,15817,"Chikkarangappa, S"
538,0,United States,USA,14797,"Chin, John"
539,0,Zimbabwe,ZIM,23143,"Chinhoi, Robson"
540,0,New Zealand,NZL,16924,"Chisnall, Ryan"
541,0,Korea - Republic of,KOR,12096,"Cho, Min-gyu"
542,0,Korea - Republic of,KOR,19817,"Cho, Sungmin"
543,0,Korea - Republic of,KOR,25806,"Cho, Wooyoung"
544,0,Australia,AUS,14470,"Choat, Anthony"
545,0,Canada,CAN,15606,"Choi, Albin"
546,0,Korea - Republic of,KOR,16140,"Choi, Gowoong"
547,0,Korea - Republic of,KOR,9041,"Choi, Ho Sung"
548,0,Korea - Republic of,KOR,7024,"Choi, Jinho"
549,0,Korea - Republic of,KOR,1804,"Choi, K.J."
550,0,Korea - Republic of,KOR,15019,"Choi, Minchel"
551,0,United States,USA,25091,"Choi, Sam"
552,0,Malaysia,MAS,14869,"Choo, Wilson"
553,0,Sweden,SWE,2035,"Chopra, Daniel"
554,0,United States,USA,29043,"Chopra, Varun"
555,0,India,IND,8282,"Chopra, Vikrant"
556,0,India,IND,13794,"Chouhan, Om Prakash"
557,0,Germany,GER,31123,"Christensen, Tiger"
558,0,United States,USA,30077,"Christiansen, Austen"
559,0,England,ENG,28368,"Chrystie, Russell"
560,0,Thailand,THA,14129,"Chuayprako, Thitiphan"
561,0,United States,USA,27206,"Chung, Henry"
562,0,United States,USA,18868,"Chung, Jin"
563,0,United States,USA,25093,"Churchman, Cory"
564,0,Italy,ITA,20843,"Cianchetti, Luca"
565,0,United States,USA,5665,"Cink, Stewart"
566,1,United States,USA,32330,"Clanton, Luke"
567,1,Portugal,POR,29028,"Clare Neves, Pedro"
568,0,United States,USA,23604,"Clark, Wyndham"
569,0,Northern Ireland,NIR,3523,"Clarke, Darren"
570,0,Australia,AUS,24279,"Clarke, Josh"
571,0,Spain,ESP,6527,"Claverie, Luis"
572,0,United States,USA,10486,"Claxton, Will"
573,0,United States,USA,589,"Clearwater, Keith"
574,0,United States,USA,31704,"Clegg, Ford"
575,0,England,ENG,22608,"Clements, Todd"
576,0,Australia,AUS,15912,"Clementson, Ben"
577,1,England,ENG,32594,"Clemons, Dominic"
578,0,Switzerland,SUI,28170,"Clerici, Fiorino"
579,0,Argentina,ARG,12805,"Cocha, Tommy"
580,0,United States,USA,16305,"Cochran III, Rick"
581,0,United States,USA,18434,"Cochran, Case"
582,0,Canada,CAN,15596,"Cockerill, Aaron"
583,0,South Africa,RSA,5936,"Coetsee, Wallie"
584,0,South Africa,RSA,26741,"Coetzee, Byron"
585,0,South Africa,RSA,15989,"Coetzee, Francois"
586,0,South Africa,RSA,10884,"Coetzee, George"
587,0,Israel,ISR,21021,"Cohen, Asaf"
588,0,United States,USA,33134,"Cohen, Gavin"
589,0,United States,USA,19554,"Cohen, Max"
590,0,United States,USA,21756,"Cole, Eric"
591,0,United States,USA,27707,"Cole, Preston"
592,0,United States,USA,24485,"Cole, Ryan"
593,0,England,ENG,5714,"Coles, Robert"
594,0,Australia,AUS,18177,"Coletta, Brett"
595,0,United States,USA,28074,"Colgate, Michael"
596,0,United States,USA,28077,"Collet, Tyler"
597,0,United States,USA,7744,"Collins, Chad"
598,0,Canada,CAN,25333,"Collins, Cougar"
599,0,United States,USA,16145,"Collins, Will"
600,0,Australia,AUS,19389,"Collyer, Blake"
601,0,Spain,ESP,12605,"Colomo, Javier"
602,0,Belgium,BEL,6893,"Colsaerts, Nicolas"
603,0,United States,USA,6556,"Compton, Erik"
604,0,United States,USA,21880,"Cone, Trevor"
605,0,Canada,CAN,19704,"Connelly, Austin"
606,0,Canada,CAN,17576,"Conners, Corey"
607,0,South Africa,RSA,23523,"Conradie, Estiaan"
608,0,South Africa,RSA,23524,"Conradie, Ruan"
609,0,Australia,AUS,21105,"Conran, James"
610,0,United States,USA,17035,"Constable, Donald"
611,0,Argentina,ARG,19295,"Contini, Martin"
612,0,United States,USA,27870,"Coody, Parker"
613,0,United States,USA,28309,"Coody, Pierceson"
614,0,United States,USA,18579,"Cook, Austin"
615,0,United States,USA,24486,"Cook, Ben"
616,0,United States,USA,10310,"Cooke, David"
617,0,Australia,AUS,8607,"Cooke, Peter"
618,1,United States,USA,31049,"Cooper, Davis"
619,0,United States,USA,26574,"Cootes, Roy"
620,0,England,ENG,28712,"Cope, Jack"
621,0,United States,USA,27985,"Cordes, Anthony"
622,0,Uruguay,URU,16862,"Cordoba, Cledy"
623,0,Mexico,MEX,27552,"Cordova, Diego"
624,0,United States,USA,13510,"Corpening, Franklin"
625,0,England,ENG,7313,"Cort, Matthew"
626,0,Mexico,MEX,16436,"Cortes, Raul"
627,1,Belgium,BEL,30199,"Cossement, Nathan"
628,0,United States,USA,29671,"Cottam, Kyle"
629,0,United States,USA,4614,"Couch, Chris"
630,1,France,FRA,31649,"Couilleau, Oscar"
631,0,England,ENG,12427,"Coupland, David"
632,0,United States,USA,44,"Couples, Fred"
633,0,France,FRA,20727,"Coussaud, Ugo"
634,0,France,FRA,27811,"Couvra, Martin"
635,0,United States,USA,11441,"Covello, Vince"
636,0,United States,USA,26102,"Cover, Patrick"
637,0,United States,USA,31345,"Cox, Trey"
638,0,Australia,AUS,10968,"Crabtree, Christopher"
639,0,United States,USA,26575,"Crampton, Sebastian"
640,0,United States,USA,25026,"Crancer, Ben"
641,0,United States,USA,6674,"Crane, Ben"
642,0,Canada,CAN,18788,"Crawford, Aaron"
643,0,United States,USA,22043,"Crawford, Chris"
644,0,Australia,AUS,17785,"Crawford, Cory"
645,0,United States,USA,32556,"Crawford, Timmy"
646,0,United States,USA,31421,"Creasy, Connor"
647,0,United States,USA,17570,"Creel, Joshua"
648,0,Canada,CAN,26143,"Creighton, Myles"
649,0,United States,USA,23050,"Creighton, Peter"
650,0,Germany,GER,18743,"Cremer, Sven"
651,0,United States,USA,14847,"Crick, Brandon"
652,0,Australia,AUS,27487,"Cripps, Jayden"
653,0,Canada,CAN,23462,"Crisologo, Chris"
654,0,United States,USA,23610,"Crocker, Sean"
655,0,England,ENG,32460,"Crockett, Charlie"
656,0,England,ENG,28616,"Croft, Daniel"
657,0,Australia,AUS,25813,"Croker, Quinnton"
658,0,United States,USA,24984,"Cromie, Michael"
659,0,South Africa,RSA,29494,"Cronje, Sean"
660,1,South Africa,RSA,29789,"Crosbie, Keagan"
661,0,United States,USA,29802,"Cross, Spencer"
662,0,United States,USA,27559,"Crouch, A.J."
663,0,United States,USA,19271,"Crouch, Timothy"
664,0,Australia,AUS,24280,"Crowe, Harrison"
665,0,United States,USA,27780,"Crowe, Trace"
666,1,Portugal,POR,27151,"Cruz Silva, Pedro"
667,0,Portugal,POR,8813,"Cruz, Tiago"
668,0,Spain,ESP,19459,"Cuartero Blanco, Emilio"
669,0,Australia,AUS,14247,"Cullen, Nick"
670,0,United States,USA,27996,"Cummins, Quade"
671,0,United States,USA,24960,"Cunningham, George"
672,0,South Africa,RSA,9899,"Curlewis, Andrew"
673,0,United States,USA,14699,"Curran, Jon"
674,0,United States,USA,23809,"Curry, Stephen"
675,0,Australia,AUS,29096,"Curtis, Lawrence"
676,0,England,ENG,15209,"Curtis, Thomas"
677,1,Uganda,UGA,33201,"Cwinyaai, Joseph"
678,0,United States,USA,28419,"Czuchry, Drew"
679,0,United States,USA,25132,"D'Amario, Adam"
680,0,Brazil,BRA,5239,"Da Silva, Adilson"
681,0,South Africa,RSA,17068,"Daffue, MJ"
682,0,United States,USA,14509,"Dahmen, Joel"
683,0,Australia,AUS,33080,"Daibarra, Wil"
684,0,United States,USA,15118,"Dale, Sean"
685,0,United States,USA,21501,"Dalke, Brad"
686,0,United States,USA,31306,"Daly, Connor"
687,0,United States,USA,863,"Daly, John"
688,1,United States,USA,32432,"Daly, Jr., John"
689,0,Scotland,SCO,28451,"Dalziel, Greg"
690,0,Czech Republic,CZE,25946,"Danek, Stepan"
691,0,United States,USA,21310,"Danielson, Charlie"
692,0,Australia,AUS,20552,"Dann, Charlie"
693,0,Sweden,SWE,14018,"Dantorp, Jens"
694,0,India,IND,10774,"Das, Shankar"
695,0,France,FRA,20670,"Daux, Franck"
696,0,United States,USA,17378,"Davan, Michael"
697,0,United States,USA,31210,"Davenport, Reid"
698,0,United States,USA,24523,"Davenport, Riley"
699,0,South Africa,RSA,13725,"Davidse, Keenan"
700,0,Wales,WAL,24052,"Davidson, Jack"
701,1,Wales,WAL,28638,"Davies, Archie"
702,0,England,ENG,7393,"Davies, Gareth"
703,0,Wales,WAL,11527,"Davies, Rhys"
704,0,United States,USA,26366,"Davis, Aaron"
705,1,United States,USA,31762,"Davis, Billy"
706,0,England,ENG,5663,"Davis, Brian"
707,0,Australia,AUS,17786,"Davis, Cam"
708,0,United States,USA,29078,"Davis, Ryan"
709,0,United States,USA,24742,"Davis, Taylor"
710,0,Canada,CAN,25241,"Davison, Callum"
711,0,Ireland,IRL,20953,"Dawson, Robin"
712,0,United States,USA,3410,"Day, Glen"
713,0,Australia,AUS,9771,"Day, Jason"
714,0,France,FRA,20129,"Daydou, Alexandre"
715,0,South Africa,RSA,27414,"De Beer, Kyle"
716,0,Belgium,BEL,17430,"De Bondt, Alan"
717,0,Germany,GER,23112,"De Bruyn, Jannik"
718,0,South Africa,RSA,21303,"De Decker, Andre"
719,0,South Africa,RSA,12821,"De Jager, Louis"
720,0,Zimbabwe,ZIM,8767,"De Jonge, Brendon"
721,0,South Africa,RSA,16037,"De Kock, Allister"
722,0,Spain,ESP,6637,"De La Riva, Eduardo"
723,0,Italy,ITA,26506,"De Leo, Gregorio"
724,0,Philippines,PHI,24356,"De Los Santos, Justin"
725,0,Malaysia,MAS,13707,"De Silva, Kenneth"
726,0,South Africa,RSA,15864,"De Smidt, Ruan"
727,0,Switzerland,SUI,8040,"De Sousa, Raphael"
728,0,South Africa,RSA,21026,"De Villiers, Jacques"
729,0,Netherlands,NED,9414,"De Vries, Wouter"
730,0,Belgium,BEL,24844,"De wouters d'oplinter, Jean"
731,0,United States,USA,25980,"DeArmond, Ben"
732,0,United States,USA,19841,"DeChambeau, Bryson"
733,0,Canada,CAN,10252,"DeLaet, Graham"
734,0,Canada,CAN,25214,"DeMarco, Thomas"
735,0,United States,USA,25078,"DeMorat, Mickey"
736,0,United States,USA,20351,"DeMoss, Mookie"
737,0,Bermuda,BER,29023,"DeSilva, Chaka"
738,0,United States,USA,15700,"DeWald, Steele"
739,0,United States,USA,9158,"Deacon, JC"
740,0,England,ENG,16497,"Dean, Joe"
741,0,United States,USA,5782,"Deane, Stuart"
742,0,United States,USA,11096,"Deason, Chip"
743,0,France,FRA,13998,"Decottignies-Lafon, Mathieu"
744,0,Czech Republic,CZE,16717,"Dedek, Petr"
745,0,United States,USA,25212,"Deimel, Drew"
746,0,Spain,ESP,10222,"Del Moral, Carlos"
747,0,Spain,ESP,22259,"Del Rey, Alejandro"
748,0,Chile,CHI,17422,"Del Solar, Cristobal"
749,0,Spain,ESP,15791,"Del Val, Samuel"
750,1,Dominican Republic,DOM,21726,"Delgado, Juan Cayro"
751,0,United States,USA,30430,"Deminsky, Derek"
752,0,United States,USA,28075,"Deneen, Morgan"
753,0,United States,USA,23015,"Denlinger, David"
754,1,United States,USA,26618,"Deraney, Joe"
755,0,United States,USA,29972,"Derrick, Brock"
756,0,Belgium,BEL,14181,"Detry, Thomas"
757,0,Uganda,UGA,27979,"Deus, Willy"
758,0,South Africa,RSA,26313,"Deyzel, Werner"
759,0,India,IND,12881,"Dharma, M."
760,0,Italy,ITA,17652,"Di Nitto, Enrico"
761,0,United States,USA,4302,"DiMarco, Chris"
762,0,South Africa,RSA,21296,"Diab, Jason"
763,0,Mexico,MEX,15394,"Diaz, Roberto"
764,0,United States,USA,7925,"Dickinson, Paul"
765,0,United States,USA,27420,"Dickson, Taylor"
766,0,United States,USA,29323,"Dickson, Will"
767,0,Australia,AUS,27031,"Didone, Aiden"
768,0,United States,USA,23574,"Dietrich, Eric"
769,0,United States,USA,29198,"Dilisio, Steven"
770,0,United States,USA,28398,"Dillard, IV, Mulbe"
771,1,Bermuda,BER,27327,"Dillas, Jarryd"
772,0,China,CHN,26193,"Ding, Wenyi"
773,0,South Africa,RSA,12863,"Dingle, Wynand"
774,0,United States,USA,31213,"Dinsmore, Tyson"
775,0,England,ENG,11894,"Dinwiddie, Robert"
776,0,Australia,AUS,13641,"Dive, Martin"
777,0,England,ENG,7311,"Dixon, David"
778,0,Scotland,SCO,10458,"Doak, Chris"
779,0,Australia,AUS,21380,"Dobbelaar, Louis"
780,0,Switzerland,SUI,11349,"Dobias, Marc"
781,0,England,ENG,16058,"Dobson, Hugo"
782,0,United States,USA,7466,"Dobyns, Matt"
783,0,United States,USA,24962,"Docherty, Alistair"
784,0,Australia,AUS,15290,"Docking, Matthew"
785,0,Wales,WAL,4311,"Dodd, Stephen"
786,1,England,ENG,32595,"Dodd-Berry, Matthew"
787,0,Namibia,NAM,439,"Dodds, Trevor"
788,0,Australia,AUS,8364,"Dodt, Andrew"
789,0,United States,USA,24963,"Doeden, Justin"
790,0,Chile,CHI,19454,"Dominguez, Matias"
791,0,England,ENG,4163,"Donald, Luke"
792,0,Wales,WAL,7084,"Donaldson, Jamie"
793,0,Ireland,IRL,23404,"Donnelly, Luke"
794,0,Australia,AUS,29097,"Donoghue, Edward"
795,0,United States,USA,18629,"Dorn, Andrew"
796,0,United States,USA,22977,"Dornes, JD"
797,0,United States,USA,29347,"Dossey, Cooper"
798,0,China,CHN,16757,"Dou, Zecheng"
799,0,United States,USA,25918,"Doucett, BJ"
800,0,United States,USA,19738,"Dougherty, Kevin"
801,0,Australia,AUS,21085,"Doull, Jordan"
802,1,Australia,AUS,28112,"Dowling, Billy"
803,0,Australia,AUS,16731,"Dowling, Matt"
804,0,United States,USA,26508,"Doyle, Brendon"
805,0,United States,USA,33101,"Doyle, Drew"
806,0,Wales,WAL,6150,"Dredge, Bradley"
807,0,Denmark,DEN,24022,"Dreier, Frederik"
808,0,Australia,AUS,15162,"Drewitt, Brett"
809,0,South Africa,RSA,22910,"Dreyer, Juran"
810,0,United States,USA,6228,"Driscoll, James"
811,0,United States,USA,24584,"Droemer, Jesse"
812,0,Australia,AUS,18178,"Droop, Frazer"
813,0,Scotland,SCO,6867,"Drysdale, David"
814,0,South Africa,RSA,17197,"Du Plessis, CJ"
815,0,South Africa,RSA,19421,"Du Plessis, Hennie"
816,0,South Africa,RSA,22036,"Du Plooy, Gerard"
817,0,South Africa,RSA,24617,"Du Plooy, Henning"
818,0,Canada,CAN,22086,"Du Toit, Jared"
819,0,France,FRA,10624,"Dubois, Edouard"
820,0,France,FRA,10198,"Dubuisson, Victor"
821,1,Panama,PAN,30655,"Ducruet, Jean Paul"
822,0,United States,USA,7301,"Dufner, Jason"
823,0,United States,USA,13338,"Dugas, Eric"
824,0,Australia,AUS,22882,"Duke, Chris"
825,0,United States,USA,493,"Duke, Ken"
826,0,South Africa,RSA,26478,"Duminy, Jordan"
827,0,Belgium,BEL,22002,"Dumont de Chassart, Adrien"
828,0,United States,USA,30937,"Duncan, Austin"
829,0,United States,USA,28914,"Duncan, Michael"
830,0,Australia,AUS,24191,"Duncan, Tyler"
831,0,United States,USA,18187,"Duncan, Tyler"
832,0,United States,USA,26577,"Dunkle, Kyler"
833,0,United States,USA,28270,"Dunlap, Nick"
834,0,United States,USA,24525,"Dunn, Matthew"
835,0,Ireland,IRL,18736,"Dunne, Paul"
836,0,France,FRA,12607,"Dupin, Diego"
837,1,Belgium,BEL,30200,"Duquaine, Hugo"
838,1,Panama,PAN,30656,"Duran, Samuel"
839,0,Canada,CAN,31160,"Durham, Taylor"
840,0,United States,USA,4761,"Duval, David"
841,0,India,IND,19417,"Dwivedi, Samarth"
842,0,United States,USA,14262,"Dwyer, Brian"
843,0,United States,USA,29164,"Dyer, Blake"
844,0,England,ENG,26980,"Dyer, Jack"
845,0,England,ENG,8221,"Dykes, Tim"
846,0,England,ENG,6436,"Dyson, Simon"
847,0,South Africa,RSA,15181,"Easton, Bryce"
848,0,United States,USA,26652,"Eaton, Chandler"
849,0,Australia,AUS,15916,"Eaves, Samuel"
850,0,Australia,AUS,17163,"Eccles, Ben"
851,0,Australia,AUS,24192,"Eccleston, Cooper"
852,0,Colombia,COL,15238,"Echavarria, Andres"
853,0,Colombia,COL,22833,"Echavarria, Nico"
854,0,Argentina,ARG,7988,"Echenique, Rafa"
855,0,United States,USA,26653,"Eckroat, Austin"
856,0,Sweden,SWE,8574,"Edberg, Pelle"
857,0,Sweden,SWE,17472,"Eden, Tobias"
858,0,Sweden,SWE,6852,"Edfors, Johan"
859,0,Australia,AUS,17884,"Edge, Alex"
860,0,United States,USA,25225,"Edmister, Bryce"
861,0,United States,USA,19739,"Edmondson, Zachary"
862,0,United States,USA,32265,"Edwards, Erik"
863,0,United States,USA,29493,"Edwards, Greg"
864,0,Wales,WAL,24750,"Edwards, Owen"
865,0,Norway,NOR,23791,"Ege, Mats"
866,0,Switzerland,SUI,14810,"Eggenberger, Mathias"
867,0,United States,USA,18786,"Eggers, Jacob"
868,0,United States,USA,30856,"Eichhorn, Hunter"
869,0,Germany,GER,10223,"Einhaus, Sean"
870,0,Denmark,DEN,22377,"Ejlersen, Anders Emil"
871,0,Morocco,MAR,23093,"El Fakori, Mehdi"
872,0,Morocco,MAR,19311,"El Hali, Karim"
873,0,United States,USA,27847,"Elliott, Blake"
874,0,England,ENG,23726,"Ellis, Harry"
875,0,United States,USA,29435,"Elmes, Riley"
876,0,United States,USA,24964,"Elmore, Ryan"
877,0,South Africa,RSA,874,"Els, Ernie"
878,0,England,ENG,7564,"Elson, Jamie"
879,0,Spain,ESP,12988,"Elvira Mijares, Ignacio"
880,0,Spain,ESP,26008,"Elvira, Manuel"
881,0,United States,USA,25228,"Emory, Bryce"
882,0,Australia,AUS,19208,"Endycott, Harrison"
883,0,England,ENG,23163,"Enefer, Will"
884,0,United States,USA,14577,"English, Harris"
885,0,Wales,WAL,12287,"Enoch, Rhys"
886,0,Korea - Republic of,KOR,13835,"Eom, Jaewoong"
887,0,United States,USA,29675,"Epson, Hunter"
888,0,United States,USA,29520,"Erickson, Dan"
889,1,United States,USA,25181,"Erickson, Jake"
890,0,Sweden,SWE,21938,"Eriksson, Philip"
891,0,United States,USA,16711,"Ernst, Derek"
892,0,Russian Federation,RUS,33068,"Eroshenko, Egor"
893,0,Chile,CHI,25712,"Errazuriz, Agustin"
894,0,South Africa,RSA,14429,"Esau, Cameron"
895,0,Spain,ESP,23000,"Esmatges, Alex"
896,0,Chile,CHI,13600,"Espinoza, Christian"
897,0,Spain,ESP,26677,"Esposito, Hugo"
898,0,United States,USA,889,"Estes, Bob"
899,1,Puerto Rico,PUR,8573,"Esteve, Jeronimo"
900,0,France,FRA,26726,"Etchenique, Andoni"
901,1,Switzerland,SUI,26616,"Ettlin, Loic"
902,0,Argentina,ARG,11911,"Etulain, Julian"
903,0,Germany,GER,25600,"Euler, Lukas"
904,0,Australia,AUS,15589,"Evans, Andrew"
905,0,England,ENG,10151,"Evans, Ben"
906,0,England,ENG,28834,"Evans, Giles"
907,0,England,ENG,19030,"Evans, Ryan"
908,0,United States,USA,24965,"Everett, Broc"
909,0,United States,USA,10185,"Every, Matt"
910,0,Canada,CAN,21883,"Ewart, A.J."
911,0,United States,USA,26328,"Eyster, Taylor"
912,1,Colombia,COL,18046,"Faccini, Daniel"
913,0,Sweden,SWE,13445,"Fahrbring, Jens"
914,0,United States,USA,18377,"Fair, Seth"
915,0,Australia,AUS,16018,"Fairfax, Gavin"
916,0,Australia,AUS,25962,"Fan, Christopher"
917,0,China,CHN,30150,"Fan, Jicheng"
918,0,China,CHN,19497,"Fan, Shiyu"
919,0,China,CHN,29930,"Fang, Xiang"
920,1,China,CHN,30522,"Fang, Zeqian"
921,1,Canada,CAN,3754,"Fanning, Todd"
922,0,France,FRA,25149,"Fanonnel, Guillaume"
923,1,Italy,ITA,29361,"Fantinelli, Riccardo"
924,0,United States,USA,32648,"Farnam, Ethan"
925,0,Wales,WAL,13318,"Farr, Oliver"
926,0,England,ENG,28292,"Farrell, OJ"
927,0,England,ENG,20325,"Farrier-Twist, Michael"
928,0,United States,USA,14561,"Fast, Matt"
929,0,Sweden,SWE,3832,"Fasth, Niclas"
930,0,United States,USA,12689,"Fathauer, Derek"
931,0,Mexico,MEX,14568,"Favela, Armando"
932,0,Spain,ESP,8262,"Fdez-Castano, Gonzalo"
933,0,United States,USA,28539,"Feagler, Clay"
934,0,United States,USA,26656,"Feagles, Michael"
935,0,United States,USA,18257,"Featherstone, Colin"
936,0,United States,USA,29497,"Feenstra, Tim"
937,0,Sweden,SWE,20147,"Feldborg Nielsen, Christopher"
938,0,Australia,AUS,16835,"Felton, Jarryd"
939,0,France,FRA,17831,"Fenasse, Mathieu"
940,0,Scotland,SCO,15491,"Fenwick, Neil"
941,0,Australia,AUS,22819,"Ferguson, Ben"
942,0,Scotland,SCO,21646,"Ferguson, Ewen"
943,0,Argentina,ARG,16786,"Fernandez Valdes, Jorge"
944,0,Argentina,ARG,24294,"Fernandez de Oliveira, Mateo"
945,0,Mexico,MEX,16237,"Fernandez, JD"
946,0,Spain,ESP,15616,"Fernandez, Scott"
947,0,Portugal,POR,17409,"Ferreira, Stephen"
948,0,South Africa,RSA,12823,"Ferreira, Tyrone"
949,0,Spain,ESP,20674,"Ferrer, Toni"
950,0,United States,USA,24502,"Feuerstein, Michael"
951,0,South Africa,RSA,5754,"Fichardt, Darren"
952,0,United States,USA,19618,"Fidone, Sam"
953,0,Portugal,POR,10033,"Figueiredo, Pedro"
954,0,Puerto Rico,PUR,16044,"Figueroa, Edward"
955,0,United States,USA,24424,"Filbert, Andrew"
956,0,South Africa,RSA,22037,"Filippi, Luca"
957,0,United States,USA,11676,"Finau, Tony"
958,0,England,ENG,6636,"Finch, Richard"
959,0,United States,USA,23463,"Finnell, Skyler"
960,1,United States,USA,33003,"Fioroni, Caden"
961,0,United States,USA,17273,"Fischer, Zack"
962,0,Canada,CAN,18704,"Fish, Mardy"
963,0,United States,USA,25094,"Fishburn, Patrick"
964,0,South Africa,RSA,7678,"Fisher Jr, Trevor"
965,0,United States,USA,32649,"Fisher, Danny"
966,0,United States,USA,23709,"Fisher, Darin"
967,0,England,ENG,10863,"Fisher, Oliver"
968,0,England,ENG,9396,"Fisher, Ross"
969,0,United States,USA,26657,"Fisk, Steven"
970,1,England,ENG,33175,"Fitzgerald, Calum"
971,0,England,ENG,25362,"Fitzpatrick, Alex"
972,0,England,ENG,17646,"Fitzpatrick, Matt"
973,0,England,ENG,26982,"Flanagan, Angus"
974,0,Australia,AUS,8357,"Flanagan, Nick"
975,0,United States,USA,26122,"Flavin, Patrick"
976,0,Germany,GER,21833,"Fleer, Finn"
977,0,England,ENG,12294,"Fleetwood, Tommy"
978,0,United States,USA,23925,"Flenniken, Casey"
979,0,United States,USA,4707,"Flesch, Steve"
980,0,United States,USA,21941,"Fletcher, Spencer"
981,0,Sweden,SWE,9397,"Floren, Oscar"
982,0,United States,USA,15788,"Flores, Erik"
983,0,United States,USA,10535,"Flores, Martin"
984,0,Italy,ITA,27840,"Florioli, Marco"
985,0,England,ENG,25973,"Floydd, Jack"
986,0,United States,USA,32985,"Flynn, Charlie"
987,0,Australia,AUS,21383,"Flynn, Lawry"
988,0,United States,USA,15812,"Foley, Kevin"
989,0,Switzerland,SUI,24950,"Foley, Robert"
990,0,Austria,AUT,18583,"Folk, Gerold"
991,0,Zimbabwe,ZIM,15211,"Follet-Smith, Benjamin"
992,0,Germany,GER,17022,"Foos, Dominic"
993,0,England,ENG,14400,"Ford, Charlie"
994,1,United States,USA,31343,"Ford, David"
995,0,England,ENG,10139,"Ford, Matt"
996,1,United States,USA,31802,"Ford, Maxwell"
997,0,United States,USA,32600,"Forest, Beau"
998,0,England,ENG,17816,"Forgan, Sam"
999,0,Scotland,SCO,16475,"Forrest, Grant"
1000,0,Sweden,SWE,19806,"Forsstrom, Simon"
1001,0,England,ENG,27687,"Forster, Thomas"
1002,0,Italy,ITA,22177,"Fortini, Giacomo"
1003,1,Paraguay,PAR,30899,"Fortlage, Erich"
1004,0,Norway,NOR,23792,"Fosaas, Carl"
1005,0,South Africa,RSA,21304,"Foster, Gerrit"
1006,0,United States,USA,28311,"Foster, Hayden"
1007,0,England,ENG,5928,"Foster, Mark B."
1008,0,England,ENG,23322,"Foster, Tom"
1009,0,Australia,AUS,13642,"Fowler, Brenton"
1010,0,Australia,AUS,497,"Fowler, Peter"
1011,0,United States,USA,12965,"Fowler, Rickie"
1012,0,United States,USA,29090,"Fox, Austin"
1013,0,Australia,AUS,10112,"Fox, Daniel"
1014,0,Scotland,SCO,7593,"Fox, Graham"
1015,0,New Zealand,NZL,11889,"Fox, Ryan"
1016,0,Portugal,POR,25887,"Frade, Nicholaus"
1017,0,Denmark,DEN,25183,"Frances, Alexander George"
1018,0,Sweden,SWE,20184,"Franck, Oskar"
1019,0,Paraguay,PAR,3436,"Franco, Carlos"
1020,0,United States,USA,31214,"Francoeur, Chris"
1021,0,United States,USA,26517,"Franken, Stephen"
1022,0,Scotland,SCO,30349,"Franssen, Rory"
1023,0,United States,USA,6932,"Franz, Jr., Ray"
1024,0,Australia,AUS,7070,"Fraser, Marcus"
1025,0,Mexico,MEX,9834,"Fraustro, Oscar"
1026,0,United States,USA,6151,"Frazar, Harrison"
1027,0,Switzerland,SUI,19811,"Freiburghaus, Jeremy"
1028,0,United States,USA,24489,"French, Chris"
1029,0,United States,USA,29300,"Fribbs, Derek"
1030,0,Denmark,DEN,24657,"Friedrichsen, Sebastian"
1031,0,Slovakia,SVK,18721,"Friesz, Jan"
1032,0,Denmark,DEN,22380,"Frimodt, Gustav"
1033,0,Canada,CAN,7207,"Fritsch, Brad"
1034,0,Germany,GER,9217,"Fritsch, Florian"
1035,0,South Africa,RSA,11955,"Frittelli, Dylan"
1036,0,Sweden,SWE,21621,"From, Fredrik"
1037,0,United States,USA,13904,"Frost, Charles"
1038,0,South Africa,RSA,440,"Frost, David"
1039,0,Spain,ESP,25303,"Fuentes, Ignacio Urriza"
1040,0,Japan,JPN,11773,"Fujimoto, Yoshinori"
1041,0,United States,USA,15454,"Fulford, Spence"
1042,0,Malaysia,MAS,12889,"Fung, Nicholas"
1043,0,United States,USA,72,"Funk, Fred"
1044,0,United States,USA,24718,"Funk, Taylor"
1045,0,United States,USA,25771,"Furr, Wilson"
1046,0,United States,USA,2881,"Furyk, Jim"
1047,0,Scotland,SCO,25096,"Fyfe, Calum"
1048,0,United States,USA,30767,"Gabrelcik, Nick"
1049,0,Italy,ITA,10073,"Gagli, Lorenzo"
1050,0,Costa Rica,CRC,25079,"Gagne, Luis"
1051,0,United States,USA,12169,"Gainey, Tommy"
1052,0,Czech Republic,CZE,14882,"Gal, Petr"
1053,0,South Africa,RSA,29495,"Galant, Tristin"
1054,0,Northern Ireland,NIR,18905,"Galbraith, Jr"
1055,0,Australia,AUS,19212,"Gale, Daniel"
1056,0,Scotland,SCO,5647,"Gallacher, Stephen"
1057,0,Argentina,ARG,27352,"Gallegos, Abel"
1058,0,Argentina,ARG,19296,"Gallegos, Andres"
1059,0,United States,USA,24490,"Galletti, Nicolo"
1060,0,Switzerland,SUI,15566,"Galliano, Luca"
